#FRAME_ID    DATE_OBS   FITS_SIZE[MB] FILTER01        FILTER02        FILTER03        FILTER04        RA2000       DEC2000      GALLONG      GALLAT       ECLLONG      ECLLAT             X_2000       Y_2000       Z_2000 UT_STR        EXPTIME   ALTITUDE DATA_TYP         OBS_MOD          OBJECT2                          

COMA00022497 2002-01-02            23 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         07:45:18.929 +28:01:34.44 192.22922    23.40621     113.24355    6.68444         -0.391512     0.791161     0.469876 09:33:15.000  100.430   64.30419 OBJECT           imaging          Bet_Gem                          
COMA00022499 2002-01-02            38 F01C10.50W6.00  H21             F06C09.80W0.90  L01L10I         07:45:18.927 +28:01:34.47 192.22921    23.40621     113.24355    6.68445         -0.391512     0.791160     0.469876 09:34:30.000  100.430   64.57318 OBJECT           imaging          Bet_Gem                          
COMA00022503 2002-01-02            23 F01C10.50W6.00  H21             F06C09.80W0.90  L01L10I         07:45:18.922 +28:01:34.46 192.22920    23.40618     113.24352    6.68444         -0.391512     0.791161     0.469876 09:36:03.000  100.430   64.90218 OBJECT           imaging          Bet_Gem                          
COMA00022505 2002-01-02             0 F01C10.50W6.00  H21             F12C18.50W1.20  L02L20I         07:45:18.922 +28:01:34.46 192.22920    23.40618     113.24352    6.68444         -0.391512     0.791161     0.469876 09:39:10.000   14.430   64.90218 OBJECT           imaging          Bet_Gem                          
COMA00022507 2002-01-02             0 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         07:45:18.924 +28:01:34.47 192.22920    23.40618     113.24352    6.68444         -0.391512     0.791161     0.469876 09:41:20.000   14.430   66.06195 OBJECT           imaging          Bet_Gem                          
COMA00022509 2002-01-02             0 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         07:45:18.924 +28:01:34.47 192.22920    23.40618     113.24352    6.68444         -0.391512     0.791161     0.469876 09:42:14.000   14.430   66.06195 OBJECT           imaging          Bet_Gem                          
COMA00022511 2002-01-02             1 F02C18.75W4.70  H21             F13C20.80W0.90  L02L20I         07:45:18.927 +28:01:34.44 192.22922    23.40621     113.24355    6.68444         -0.391512     0.791161     0.469876 09:44:11.000   43.100   66.25105 OBJECT           imaging          Bet_Gem                          
COMA00022513 2002-01-02             1 F02C18.75W4.70  H21             F13C20.80W0.90  L02L20I         07:45:18.939 +28:01:34.55 192.22920    23.40625     113.24359    6.68448         -0.391513     0.791160     0.469876 09:46:29.000   43.100   67.15839 OBJECT           imaging          Bet_Gem                          
COMA00022515 2002-01-02             1 H13             H21             F13C20.80W0.90  L02L20I         07:45:18.939 +28:01:34.55 192.22920    23.40625     113.24359    6.68448         -0.391513     0.791160     0.469876 09:47:46.000   43.100   67.15839 OBJECT           imaging          Bet_Gem                          
COMA00022517 2002-01-02             1 H13             H21             F13C20.80W0.90  L02L20I         07:16:10.237 +09:59:48.15 206.74556    9.99476      109.21917    -12.18267       -0.321319     0.930924     0.173592 09:52:14.000   43.100   72.78228 OBJECT           imaging          IRAS07134+1005                   
COMA00022519 2002-01-02            12 H13             H21             F13C20.80W0.90  L02L20I         07:16:10.237 +09:59:48.15 206.74556    9.99476      109.21917    -12.18267       -0.321319     0.930924     0.173592 09:53:05.000   43.100   72.78228 OBJECT           imaging          IRAS07134+1005                   
COMA00022521 2002-01-02             1 H13             H21             F13C20.80W0.90  L02L20I         07:16:10.242 +09:59:48.34 206.74551    9.99478      109.21916    -12.18262       -0.321319     0.930924     0.173593 10:00:56.000   43.100   72.94794 OBJECT           imaging          IRAS07134+1005                   
COMA00022523 2002-01-02             1 H13             H21             F13C20.80W0.90  L02L20I         07:16:09.585 +09:59:46.30 206.74484    9.99214      109.21653    -12.18354       -0.321275     0.930941     0.173583 10:02:46.000   43.100   74.80166 OBJECT           imaging          IRAS07134+1005                   
COMA00022525 2002-01-02            12 H13             H21             F13C20.80W0.90  L02L20I         07:16:09.585 +09:59:46.30 206.74484    9.99214      109.21653    -12.18354       -0.321275     0.930941     0.173583 10:03:17.000   43.100   74.80166 OBJECT           imaging          IRAS07134+1005                   
COMA00022527 2002-01-02            12 H13             H21             F13C20.80W0.90  L02L20I         07:16:09.585 +09:59:46.19 206.74487    9.99212      109.21654    -12.18357       -0.321275     0.930941     0.173582 10:06:17.000   43.100   74.89603 OBJECT           imaging          IRAS07134+1005                   
COMA00022529 2002-01-02            12 H13             H21             F13C20.80W0.90  L02L20I         07:16:09.607 +09:59:45.83 206.74500    9.99215      109.21663    -12.18366       -0.321277     0.930941     0.173581 10:09:16.000   43.100   75.44171 OBJECT           imaging          IRAS07134+1005                   
COMA00022531 2002-01-02            12 H13             H21             F13C20.80W0.90  L02L20I         07:16:09.596 +09:59:46.02 206.74493    9.99214      109.21658    -12.18361       -0.321276     0.930941     0.173581 10:12:17.000   43.100   75.96974 OBJECT           imaging          IRAS07134+1005                   
COMA00022533 2002-01-02             1 H13             H21             F13C20.80W0.90  L02L20I         07:16:09.595 +09:59:46.11 206.74491    9.99215      109.21658    -12.18358       -0.321276     0.930941     0.173582 10:15:39.000   43.100   76.47778 OBJECT           imaging          IRAS07134+1005                   
COMA00022535 2002-01-02             0 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         07:16:09.618 +09:59:47.74 206.74453    9.99242      109.21660    -12.18313       -0.321277     0.930939     0.173590 10:17:50.000   14.430   77.01852 OBJECT           imaging          IRAS07134+1005                   
COMA00022537 2002-01-02             0 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         07:16:09.601 +09:59:47.65 206.74452    9.99234      109.21652    -12.18316       -0.321275     0.930940     0.173589 10:19:07.000   14.430   77.35884 OBJECT           imaging          IRAS07134+1005                   
COMA00022539 2002-01-02             4 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         07:16:09.606 +09:59:48.05 206.74443    9.99242      109.21655    -12.18305       -0.321276     0.930939     0.173591 10:19:41.000   14.430   77.54955 OBJECT           imaging          IRAS07134+1005                   
COMA00022541 2002-01-02             4 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         07:16:09.604 +09:59:47.81 206.74448    9.99236      109.21652    -12.18312       -0.321275     0.930940     0.173590 10:22:12.000   14.430   77.63281 OBJECT           imaging          IRAS07134+1005                   
COMA00022543 2002-01-02             4 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         07:16:09.607 +09:59:47.71 206.74452    9.99238      109.21656    -12.18314       -0.321276     0.930940     0.173589 10:24:45.000   14.430   77.99732 OBJECT           imaging          IRAS07134+1005                   
COMA00022545 2002-01-02             4 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         07:16:09.612 +09:59:47.60 206.74455    9.99237      109.21657    -12.18317       -0.321276     0.930940     0.173589 10:27:27.000   14.430   78.33827 OBJECT           imaging          IRAS07134+1005                   
COMA00022547 2002-01-02             4 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         07:16:09.621 +09:59:47.40 206.74462    9.99238      109.21662    -12.18322       -0.321277     0.930940     0.173588 10:30:01.000   14.430   78.96778 OBJECT           imaging          IRAS07134+1005                   
COMA00022549 2002-01-02             4 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         07:16:09.621 +09:59:47.40 206.74462    9.99238      109.21662    -12.18322       -0.321277     0.930940     0.173588 10:32:32.000   14.430   78.96778 OBJECT           imaging          IRAS07134+1005                   
COMA00022551 2002-01-02             0 H13             H21             F11C24.50W2.20  L02L20I         07:16:09.619 +09:59:47.23 206.74466    9.99236      109.21662    -12.18327       -0.321277     0.930940     0.173587 10:36:24.000   14.430   79.23304 OBJECT           imaging          IRAS07134+1005                   
COMA00022553 2002-01-02             4 H13             H21             F11C24.50W2.20  L02L20I         07:16:09.578 +09:59:47.71 206.74447    9.99227      109.21644    -12.18316       -0.321274     0.930940     0.173589 10:37:00.000   14.430   79.57407 OBJECT           imaging          IRAS07134+1005                   
COMA00022555 2002-01-02             4 H13             H21             F11C24.50W2.20  L02L20I         07:16:09.575 +09:59:47.36 206.74454    9.99219      109.21641    -12.18326       -0.321273     0.930941     0.173588 10:39:39.000   14.430   79.62315 OBJECT           imaging          IRAS07134+1005                   
COMA00022557 2002-01-02             4 H13             H21             F11C24.50W2.20  L02L20I         07:16:09.531 +09:59:48.68 206.74413    9.99221      109.21619    -12.18292       -0.321270     0.930941     0.173594 10:42:09.000   14.430   79.81055 OBJECT           imaging          IRAS07134+1005                   
COMA00022559 2002-01-02             4 H13             H21             F11C24.50W2.20  L02L20I         07:16:09.492 +09:59:49.90 206.74375    9.99221      109.21598    -12.18260       -0.321267     0.930941     0.173600 10:44:53.000   14.430   79.95322 OBJECT           imaging          IRAS07134+1005                   
COMA00022561 2002-01-02             4 H13             H21             F11C24.50W2.20  L02L20I         07:16:09.479 +09:59:50.74 206.74351    9.99227      109.21591    -12.18238       -0.321266     0.930940     0.173604 10:47:53.000   14.430   80.06585 OBJECT           imaging          IRAS07134+1005                   
COMA00022563 2002-01-02             4 H13             H21             F11C24.50W2.20  L02L20I         07:16:09.491 +09:59:51.12 206.74344    9.99236      109.21593    -12.18227       -0.321267     0.930940     0.173606 10:50:24.000   14.430   80.14231 OBJECT           imaging          IRAS07134+1005                   
COMA00022565 2002-01-02             4 H13             H21             F11C24.50W2.20  L02L20I         07:16:09.500 +09:59:51.50 206.74336    9.99244      109.21596    -12.18216       -0.321268     0.930939     0.173608 10:52:55.000   14.430   80.16526 OBJECT           imaging          IRAS07134+1005                   
COMA00022567 2002-01-02             4 H13             H21             F11C24.50W2.20  L02L20I         07:16:09.494 +09:59:51.81 206.74326    9.99244      109.21591    -12.18208       -0.321267     0.930939     0.173609 10:55:40.000   14.430   80.15019 OBJECT           imaging          IRAS07134+1005                   
COMA00022569 2002-01-02             9 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         07:16:09.540 +09:59:51.74 206.74337    9.99262      109.21612    -12.18207       -0.321270     0.930938     0.173609 10:59:51.000  100.430   79.92436 OBJECT           imaging          IRAS07134+1005                   
COMA00022573 2002-01-02            22 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         07:16:09.545 +09:59:51.22 206.74350    9.99255      109.21614    -12.18221       -0.321270     0.930938     0.173606 11:00:56.000  100.430   79.86274 OBJECT           imaging          IRAS07134+1005                   
