#FRAME_ID    DATE_OBS   FITS_SIZE[MB] FILTER01        FILTER02        FILTER03        FILTER04        RA2000       DEC2000      GALLONG      GALLAT       ECLLONG      ECLLAT             X_2000       Y_2000       Z_2000 UT_STR        EXPTIME   ALTITUDE DATA_TYP         OBS_MOD          OBJECT2                          

COMA00022281 2002-01-02             2 H13             H21             F12C18.50W1.20  L02L20I         00:40:30.417 +56:32:14.56 121.41635    -6.30220     37.81144     46.62241         0.542803     0.096949     0.834246 05:09:00.000  100.430   52.00746 OBJECT           imaging          HD3712                           
COMA00022283 2002-01-02             2 H13             H21             F12C18.50W1.20  L02L20I         00:40:30.416 +56:32:14.54 121.41635    -6.30221     37.81143     46.62241         0.542803     0.096949     0.834246 05:09:45.000  100.430   51.97025 OBJECT           imaging          HD3712                           
COMA00022285 2002-01-02             2 H13             H21             F12C18.50W1.20  L02L20I         00:40:30.416 +56:32:14.55 121.41635    -6.30220     37.81144     46.62241         0.542803     0.096949     0.834246 05:10:28.000  100.430   51.93328 OBJECT           imaging          HD3712                           
COMA00022287 2002-01-02             2 H13             H21             F12C18.50W1.20  L02L20I         00:40:30.414 +56:32:14.57 121.41632    -6.30220     37.81141     46.62243         0.542803     0.096949     0.834246 05:11:16.000  100.430   51.89780 OBJECT           imaging          HD3712                           
COMA00022289 2002-01-02             2 H13             H21             F13C20.80W0.90  L02L20I         00:40:30.416 +56:32:14.56 121.41635    -6.30220     37.81144     46.62241         0.542803     0.096949     0.834246 05:12:30.000  100.430   51.85761 OBJECT           imaging          HD3712                           
COMA00022291 2002-01-02             5 H13             H21             F13C20.80W0.90  L02L20I         00:40:30.413 +56:32:14.54 121.41632    -6.30221     37.81141     46.62242         0.542803     0.096949     0.834246 05:13:24.000  100.430   51.75401 OBJECT           imaging          HD3712                           
COMA00022293 2002-01-02             5 H13             H21             F13C20.80W0.90  L02L20I         00:40:30.408 +56:32:14.54 121.41632    -6.30221     37.81141     46.62242         0.542803     0.096949     0.834246 05:14:09.000  100.430   51.71474 OBJECT           imaging          HD3712                           
COMA00022295 2002-01-02             5 H13             H21             F13C20.80W0.90  L02L20I         00:40:30.414 +56:32:14.57 121.41632    -6.30220     37.81141     46.62243         0.542803     0.096949     0.834246 05:14:46.000  100.430   51.68245 OBJECT           imaging          HD3712                           
COMA00022299 2002-01-02             8 H13             H21             F11C24.50W2.20  L02L20I         00:40:30.415 +56:32:14.56 121.41632    -6.30220     37.81141     46.62242         0.542803     0.096949     0.834246 05:16:32.000  100.430   51.58623 OBJECT           imaging          HD3712                           
COMA00022301 2002-01-02             8 H13             H21             F11C24.50W2.20  L02L20I         00:40:30.412 +56:32:14.52 121.41632    -6.30221     37.81140     46.62241         0.542803     0.096949     0.834246 05:17:43.000  100.430   51.51944 OBJECT           imaging          HD3712                           
COMA00022307 2002-01-02            36 H13             H21             F11C24.50W2.20  L02L20I         00:40:30.417 +56:32:14.59 121.41635    -6.30219     37.81145     46.62242         0.542803     0.096949     0.834246 05:20:50.000  100.430   51.34590 OBJECT           imaging          HD3712                           
COMA00022309 2002-01-02            12 H13             H21             F13C20.80W0.90  L02L20I         00:40:30.417 +56:32:14.59 121.41635    -6.30219     37.81145     46.62242         0.542803     0.096949     0.834246 05:26:51.000   43.100   51.34590 OBJECT           imaging          HD3712                           
COMA00022311 2002-01-02             1 H13             H21             F13C20.80W0.90  L02L20I         00:40:30.416 +56:32:14.56 121.41635    -6.30220     37.81144     46.62241         0.542803     0.096949     0.834246 05:36:53.000   43.100   50.97682 OBJECT           imaging          IRAS22272+5435                   
COMA00022313 2002-01-02            12 H13             H21             F13C20.80W0.90  L02L20I         22:29:09.722 +54:51:18.65 103.34932    -2.51432     12.90178     56.99518         0.531018    -0.222233     0.817700 05:39:05.000   43.100   36.74443 OBJECT           imaging          IRAS22272+5435                   
COMA00022315 2002-01-02             1 H13             H21             F13C20.80W0.90  L02L20I         22:29:09.722 +54:51:18.65 103.34932    -2.51432     12.90178     56.99518         0.531018    -0.222233     0.817700 05:43:40.000   43.100   36.74443 OBJECT           imaging          IRAS22272+5435                   
COMA00022317 2002-01-02             1 H13             H21             F13C20.80W0.90  L02L20I         22:29:11.324 +54:51:18.64 103.35260    -2.51631     12.90698     56.99259         0.531044    -0.222171     0.817700 05:44:55.000   43.100   35.94485 OBJECT           imaging          IRAS22272+5435                   
COMA00022319 2002-01-02            12 H13             H21             F13C20.80W0.90  L02L20I         22:29:11.324 +54:51:18.64 103.35260    -2.51631     12.90698     56.99259         0.531044    -0.222171     0.817700 05:45:38.000   43.100   35.94485 OBJECT           imaging          IRAS22272+5435                   
COMA00022321 2002-01-02             8 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         22:29:11.347 +54:51:18.73 103.35268    -2.51633     12.90711     56.99256         0.531044    -0.222170     0.817700 05:58:19.000  100.430   34.09941 OBJECT           imaging          IRAS22272+5435                   
COMA00022323 2002-01-02             1 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         22:29:11.347 +54:51:18.73 103.35268    -2.51633     12.90711     56.99256         0.531044    -0.222170     0.817700 06:00:59.000   18.530   34.09941 OBJECT           imaging          IRAS22272+5435                   
COMA00022325 2002-01-02             0 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         22:29:10.964 +54:51:15.34 103.35139    -2.51665     12.90468     56.99250         0.531050    -0.222190     0.817690 06:02:15.000   14.430   33.71811 OBJECT           imaging          IRAS22272+5435                   
COMA00022327 2002-01-02             4 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         22:29:10.967 +54:51:15.46 103.35143    -2.51664     12.90475     56.99251         0.531050    -0.222190     0.817691 06:02:58.000   14.430   33.53988 OBJECT           imaging          IRAS22272+5435                   
COMA00022329 2002-01-02             4 F02C18.75W4.70  H21             F12C18.50W1.20  L02L20I         22:29:10.972 +54:51:15.36 103.35141    -2.51666     12.90472     56.99248         0.531050    -0.222190     0.817690 06:05:39.000   14.430   33.43773 OBJECT           imaging          IRAS22272+5435                   
COMA00022331 2002-01-02             1 H13             H21             F04C07.80W0.70  L01L10I         05:35:16.031 -05:22:23.16 208.99418    -19.37816    83.00834     -28.66159        0.107235     0.989814    -0.093641 06:14:50.000  100.430   39.98874 OBJECT           imaging          BN                               
COMA00022333 2002-01-02             1 H13             H21             F04C07.80W0.70  L01L10I         05:35:16.036 -05:22:22.96 208.99415    -19.37809    83.00839     -28.66153        0.107234     0.989814    -0.093640 06:15:46.000  200.870   40.18888 OBJECT           imaging          BN                               
COMA00022335 2002-01-02             1 H13             H21             F04C07.80W0.70  L01L10I         05:35:16.032 -05:22:23.13 208.99418    -19.37815    83.00834     -28.66158        0.107235     0.989814    -0.093641 06:16:41.000  602.630   40.37914 OBJECT           imaging          BN                               
COMA00022337 2002-01-02             5 H13             H21             F05C08.70W0.80  L01L10I         05:35:16.044 -05:22:23.03 208.99417    -19.37810    83.00839     -28.66155        0.107234     0.989814    -0.093640 06:17:53.000  100.430   40.63588 OBJECT           imaging          BN                               
COMA00022339 2002-01-02             5 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         05:35:16.037 -05:22:22.98 208.99416    -19.37810    83.00839     -28.66154        0.107234     0.989814    -0.093640 06:19:19.000  100.430   40.94462 OBJECT           imaging          BN                               
COMA00022341 2002-01-02             5 F01C10.50W6.00  H21             F06C09.80W0.90  L01L10I         05:35:16.024 -05:22:22.92 208.99410    -19.37816    83.00830     -28.66152        0.107235     0.989814    -0.093640 06:20:32.000  100.430   41.20140 OBJECT           imaging          BN                               
COMA00022343 2002-01-02             1 H13             H21             F04C07.80W0.70  L01L10I         05:35:16.047 -05:22:22.93 208.99416    -19.37805    83.00844     -28.66153        0.107233     0.989814    -0.093640 06:29:28.000  100.430   43.06637 OBJECT           imaging          BN                               
COMA00022345 2002-01-02             1 H13             H21             F04C07.80W0.70  L01L10I         05:35:16.034 -05:22:23.00 208.99414    -19.37813    83.00834     -28.66154        0.107235     0.989814    -0.093640 06:30:21.000  100.430   43.24837 OBJECT           imaging          BN                               
COMA00022347 2002-01-02             1 H13             H21             F04C07.80W0.70  L01L10I         05:35:14.043 -05:22:22.62 208.99008    -19.38545    82.99895     -28.66103        0.107378     0.989799    -0.093638 06:36:28.000  100.430   44.51230 OBJECT           imaging          BN                               
COMA00022349 2002-01-02             1 H13             H21             F04C07.80W0.70  L01L10I         05:35:14.359 -05:22:34.99 208.99397    -19.38582    83.00027     -28.66453        0.107354     0.989796    -0.093698 06:37:51.000  100.430   44.80371 OBJECT           imaging          BN                               
COMA00022353 2002-01-02            44 H13             H21             F04C07.80W0.70  L01L10I         05:35:14.363 -05:22:34.86 208.99393    -19.38580    83.00027     -28.66449        0.107354     0.989796    -0.093697 06:39:06.000  100.430   45.05284 OBJECT           imaging          BN                               
COMA00022355 2002-01-02            44 H13             H21             F04C07.80W0.70  L01L10I         05:35:14.373 -05:22:33.83 208.99368    -19.38564    83.00034     -28.66421        0.107354     0.989796    -0.093692 06:44:30.000  100.430   46.15626 OBJECT           imaging          BN                               
COMA00022357 2002-01-02            44 H13             H21             F04C07.80W0.70  L01L10I         05:35:14.383 -05:22:32.39 208.99332    -19.38542    83.00041     -28.66381        0.107353     0.989797    -0.093685 06:48:24.000  100.430   46.93530 OBJECT           imaging          BN                               
COMA00022359 2002-01-02            58 H13             H21             F04C07.80W0.70  L01L10I         05:35:14.374 -05:22:32.46 208.99332    -19.38546    83.00036     -28.66383        0.107354     0.989797    -0.093686 06:52:56.000  100.430   47.82782 OBJECT           imaging          BN                               
COMA00022361 2002-01-02            19 H13             H21             F04C07.80W0.70  L01L10I         05:35:14.402 -05:22:33.89 208.99376    -19.38553    83.00048     -28.66423        0.107352     0.989797    -0.093693 06:57:44.000  100.430   48.77048 OBJECT           imaging          BN                               
COMA00022363 2002-01-02            19 H13             H21             F04C07.80W0.70  L01L10I         05:35:14.408 -05:22:35.16 208.99411    -19.38566    83.00051     -28.66459        0.107351     0.989796    -0.093699 07:00:22.000  100.430   49.29173 OBJECT           imaging          BN                               
COMA00022365 2002-01-02            19 H13             H21             F04C07.80W0.70  L01L10I         05:35:14.406 -05:22:36.49 208.99446    -19.38582    83.00049     -28.66496        0.107351     0.989796    -0.093705 07:02:30.000  100.430   49.69812 OBJECT           imaging          BN                               
COMA00022367 2002-01-02             1 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         05:35:14.396 -05:22:36.64 208.99448    -19.38588    83.00044     -28.66500        0.107351     0.989795    -0.093706 07:05:50.000  100.430   50.32674 OBJECT           imaging          BN                               
COMA00022369 2002-01-02             2 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         05:35:14.404 -05:22:36.52 208.99445    -19.38586    83.00044     -28.66496        0.107351     0.989795    -0.093705 07:07:32.000  100.430   50.65530 OBJECT           imaging          BN                               
COMA00022371 2002-01-02             2 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         05:35:14.396 -05:22:36.76 208.99451    -19.38589    83.00043     -28.66503        0.107351     0.989795    -0.093707 07:08:27.000  100.430   50.82717 OBJECT           imaging          BN                               
COMA00022373 2002-01-02            19 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         05:35:14.413 -05:22:36.81 208.99455    -19.38586    83.00048     -28.66504        0.107351     0.989795    -0.093707 07:09:52.000  100.430   51.09274 OBJECT           imaging          BN                               
COMA00022375 2002-01-02            19 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         05:35:14.405 -05:22:35.48 208.99420    -19.38570    83.00050     -28.66468        0.107351     0.989796    -0.093700 07:12:01.000  100.430   51.50405 OBJECT           imaging          BN                               
COMA00022377 2002-01-02            19 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         05:35:14.419 -05:22:34.52 208.99396    -19.38554    83.00056     -28.66441        0.107350     0.989796    -0.093696 07:14:13.000  100.430   51.91105 OBJECT           imaging          BN                               
COMA00022379 2002-01-02            19 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         05:35:14.435 -05:22:33.12 208.99364    -19.38529    83.00068     -28.66403        0.107349     0.989797    -0.093689 07:16:23.000  100.430   52.31052 OBJECT           imaging          BN                               
COMA00022381 2002-01-02             3 F01C10.50W6.00  H21             F06C09.80W0.90  L01L10I         05:35:14.436 -05:22:33.20 208.99366    -19.38530    83.00068     -28.66405        0.107349     0.989797    -0.093689 07:18:42.000  100.430   52.72422 OBJECT           imaging          BN                               
COMA00022383 2002-01-02            29 F01C10.50W6.00  H21             F06C09.80W0.90  L01L10I         05:35:14.444 -05:22:33.07 208.99362    -19.38528    83.00068     -28.66401        0.107349     0.989797    -0.093689 07:20:40.000  100.430   53.07832 OBJECT           imaging          BN                               
COMA00022385 2002-01-02            39 F01C10.50W6.00  H21             F06C09.80W0.90  L01L10I         05:35:14.451 -05:22:33.41 208.99373    -19.38529    83.00072     -28.66411        0.107348     0.989797    -0.093690 07:23:41.000  100.430   53.61944 OBJECT           imaging          BN                               
COMA00022387 2002-01-02            39 F01C10.50W6.00  H21             F06C09.80W0.90  L01L10I         05:35:14.443 -05:22:34.73 208.99406    -19.38549    83.00065     -28.66447        0.107349     0.989797    -0.093697 07:27:03.000  100.430   54.22135 OBJECT           imaging          BN                               
COMA00022389 2002-01-02            39 F01C10.50W6.00  H21             F06C09.80W0.90  L01L10I         05:35:14.459 -05:22:36.11 208.99446    -19.38559    83.00073     -28.66486        0.107347     0.989796    -0.093703 07:30:23.000  100.430   54.79733 OBJECT           imaging          BN                               
COMA00022391 2002-01-02            39 F01C10.50W6.00  H21             F06C09.80W0.90  L01L10I         05:35:14.480 -05:22:37.47 208.99486    -19.38569    83.00080     -28.66524        0.107346     0.989796    -0.093710 07:33:42.000  100.430   55.36157 OBJECT           imaging          BN                               
COMA00022393 2002-01-02             2 F01C10.50W6.00  H21             F07C10.30W1.05  L01L10I         05:35:14.471 -05:22:37.66 208.99489    -19.38575    83.00075     -28.66529        0.107346     0.989795    -0.093711 07:36:54.000  100.430   55.89245 OBJECT           imaging          BN                               
COMA00022395 2002-01-02            23 F01C10.50W6.00  H21             F07C10.30W1.05  L01L10I         05:35:14.480 -05:22:37.62 208.99490    -19.38571    83.00080     -28.66528        0.107346     0.989796    -0.093711 07:38:13.000  100.430   56.10912 OBJECT           imaging          BN                               
COMA00022397 2002-01-02            23 F01C10.50W6.00  H21             F07C10.30W1.05  L01L10I         05:35:14.463 -05:22:36.43 208.99454    -19.38563    83.00072     -28.66495        0.107347     0.989796    -0.093705 07:40:57.000  100.430   56.56575 OBJECT           imaging          BN                               
COMA00022399 2002-01-02            23 F01C10.50W6.00  H21             F07C10.30W1.05  L01L10I         05:35:14.466 -05:22:35.19 208.99424    -19.38544    83.00079     -28.66461        0.107346     0.989797    -0.093699 07:43:21.000  100.430   56.94955 OBJECT           imaging          BN                               
COMA00022401 2002-01-02            23 F01C10.50W6.00  H21             F07C10.30W1.05  L01L10I         05:35:14.472 -05:22:33.78 208.99387    -19.38526    83.00081     -28.66422        0.107347     0.989797    -0.093692 07:45:46.000  100.430   57.33145 OBJECT           imaging          BN                               
COMA00022403 2002-01-02             2 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         05:35:14.458 -05:22:33.68 208.99382    -19.38529    83.00076     -28.66419        0.107347     0.989797    -0.093692 07:48:09.000  100.430   57.69852 OBJECT           imaging          BN                               
COMA00022405 2002-01-02            29 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         05:35:14.458 -05:22:33.91 208.99388    -19.38531    83.00076     -28.66425        0.107347     0.989797    -0.093693 07:49:37.000  100.430   57.92207 OBJECT           imaging          BN                               
COMA00022407 2002-01-02            29 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         05:35:14.463 -05:22:35.13 208.99420    -19.38547    83.00074     -28.66459        0.107347     0.989797    -0.093699 07:52:24.000  100.430   58.34581 OBJECT           imaging          BN                               
COMA00022409 2002-01-02            29 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         05:35:14.473 -05:22:36.38 208.99455    -19.38559    83.00077     -28.66494        0.107346     0.989796    -0.093705 07:55:08.000  100.430   58.74998 OBJECT           imaging          BN                               
COMA00022411 2002-01-02            29 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         05:35:14.460 -05:22:37.88 208.99493    -19.38581    83.00070     -28.66535        0.107347     0.989795    -0.093712 07:57:47.000  100.430   59.12968 OBJECT           imaging          BN                               
COMA00022413 2002-01-02             3 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         05:35:14.456 -05:22:38.04 208.99497    -19.38583    83.00070     -28.66540        0.107347     0.989795    -0.093713 08:00:21.000  100.430   59.48918 OBJECT           imaging          BN                               
COMA00022415 2002-01-02            29 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         05:35:14.461 -05:22:38.09 208.99498    -19.38584    83.00070     -28.66541        0.107347     0.989795    -0.093713 08:01:28.000  100.430   59.64115 OBJECT           imaging          BN                               
COMA00022417 2002-01-02            29 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         05:35:14.447 -05:22:36.76 208.99461    -19.38571    83.00067     -28.66504        0.107348     0.989796    -0.093707 08:04:21.000  100.430   60.03633 OBJECT           imaging          BN                               
COMA00022419 2002-01-02            29 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         05:35:14.455 -05:22:35.37 208.99427    -19.38550    83.00074     -28.66466        0.107347     0.989796    -0.093700 08:07:03.000  100.430   60.39235 OBJECT           imaging          BN                               
COMA00022421 2002-01-02            29 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         05:35:14.464 -05:22:34.51 208.99404    -19.38539    83.00075     -28.66442        0.107347     0.989797    -0.093696 08:09:50.000  100.430   60.74653 OBJECT           imaging          BN                               
COMA00022423 2002-01-02             0 H13             F21C04.80W0.24  H01             L01L10I         05:35:14.464 -05:22:34.51 208.99404    -19.38539    83.00075     -28.66442        0.107347     0.989797    -0.093696 08:15:36.000   51.290   60.74653 OBJECT           imaging          BN                               
COMA00022425 2002-01-02             1 H13             F21C04.80W0.24  H01             L01L10I         05:35:14.456 -05:22:34.54 208.99405    -19.38539    83.00075     -28.66442        0.107347     0.989797    -0.093696 08:17:19.000  100.430   61.63128 OBJECT           imaging          BN                               
COMA00022427 2002-01-02             3 H13             F21C04.80W0.24  H01             L01L10I         05:35:14.463 -05:22:34.65 208.99408    -19.38541    83.00075     -28.66446        0.107347     0.989797    -0.093696 08:18:25.000  100.430   61.75673 OBJECT           imaging          BN                               
COMA00022429 2002-01-02             3 H13             F21C04.80W0.24  H01             L01L10I         05:35:14.463 -05:22:36.09 208.99446    -19.38559    83.00073     -28.66486        0.107347     0.989796    -0.093703 08:20:14.000  100.430   61.96067 OBJECT           imaging          BN                               
COMA00022431 2002-01-02             3 H13             F21C04.80W0.24  H01             L01L10I         05:35:14.468 -05:22:37.34 208.99480    -19.38571    83.00076     -28.66520        0.107346     0.989796    -0.093709 08:22:11.000  100.430   62.16710 OBJECT           imaging          BN                               
COMA00022433 2002-01-02             3 H13             F21C04.80W0.24  H01             L01L10I         05:35:14.465 -05:22:38.50 208.99511    -19.38585    83.00074     -28.66553        0.107346     0.989795    -0.093715 08:23:47.000  100.430   62.33098 OBJECT           imaging          BN                               
COMA00022435 2002-01-02             1 H13             F20C03.84W0.66  H01             L01L10I         05:35:14.466 -05:22:38.42 208.99509    -19.38584    83.00074     -28.66550        0.107346     0.989795    -0.093715 08:26:07.000  100.430   62.55988 OBJECT           imaging          BN                               
COMA00022437 2002-01-02             1 H13             F20C03.84W0.66  H01             L01L10I         05:35:14.461 -05:22:38.34 208.99505    -19.38587    83.00069     -28.66548        0.107347     0.989795    -0.093714 08:27:30.000  100.430   62.69419 OBJECT           imaging          BN                               
COMA00022439 2002-01-02             5 H13             F20C03.84W0.66  H01             L01L10I         05:35:14.455 -05:22:38.58 208.99511    -19.38590    83.00069     -28.66555        0.107347     0.989795    -0.093715 08:28:24.000  100.430   62.77762 OBJECT           imaging          BN                               
COMA00022441 2002-01-02             5 H13             F20C03.84W0.66  H01             L01L10I         05:35:14.455 -05:22:37.27 208.99475    -19.38577    83.00066     -28.66518        0.107348     0.989795    -0.093709 08:31:00.000  100.430   63.01651 OBJECT           imaging          BN                               
COMA00022443 2002-01-02             5 H13             F20C03.84W0.66  H01             L01L10I         05:35:14.436 -05:22:35.79 208.99434    -19.38562    83.00064     -28.66477        0.107349     0.989796    -0.093702 08:36:23.000  100.430   63.45926 OBJECT           imaging          BN                               
COMA00022445 2002-01-02             5 H13             F20C03.84W0.66  H01             L01L10I         05:35:14.426 -05:22:33.88 208.99382    -19.38542    83.00062     -28.66424        0.107349     0.989797    -0.093693 08:38:44.000  100.430   63.63856 OBJECT           imaging          BN                               
COMA00022447 2002-01-02             4 H13             H21             F04C07.80W0.70  L01L10I         07:39:18.097 +05:13:30.16 213.70214    13.01935     115.81338    -16.01935       -0.418110     0.903820     0.091068 08:46:06.000  100.430   51.13561 OBJECT           imaging          Alp_CMi                          
COMA00022449 2002-01-02             1 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         07:39:18.098 +05:13:30.15 213.70215    13.01935     115.81338    -16.01936       -0.418110     0.903820     0.091068 08:49:04.000  100.430   51.81101 OBJECT           imaging          Alp_CMi                          
COMA00022451 2002-01-02             2 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         07:39:18.097 +05:13:30.14 213.70215    13.01934     115.81338    -16.01936       -0.418110     0.903820     0.091068 08:49:40.000  100.430   51.94437 OBJECT           imaging          Alp_CMi                          
COMA00022453 2002-01-02             4 F01C10.50W6.00  H21             F06C09.80W0.90  L01L10I         07:39:18.097 +05:13:30.15 213.70215    13.01935     115.81338    -16.01936       -0.418110     0.903820     0.091068 08:50:51.000  100.430   52.21269 OBJECT           imaging          Alp_CMi                          
COMA00022455 2002-01-02             2 F01C10.50W6.00  H21             F07C10.30W1.05  L01L10I         07:39:18.098 +05:13:30.20 213.70213    13.01935     115.81338    -16.01934       -0.418110     0.903820     0.091068 08:52:22.000  100.430   52.54946 OBJECT           imaging          Alp_CMi                          
COMA00022457 2002-01-02             3 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         07:39:18.100 +05:13:30.16 213.70214    13.01935     115.81338    -16.01935       -0.418110     0.903820     0.091068 08:53:27.000  100.430   52.79242 OBJECT           imaging          Alp_CMi                          
COMA00022459 2002-01-02             3 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:39:18.099 +05:13:30.15 213.70215    13.01935     115.81338    -16.01936       -0.418110     0.903820     0.091068 08:54:45.000  100.430   53.09213 OBJECT           imaging          Alp_CMi                          
COMA00022461 2002-01-02             3 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:39:18.100 +05:13:30.23 213.70213    13.01936     115.81338    -16.01933       -0.418110     0.903820     0.091068 08:56:33.000  100.430   53.49144 OBJECT           imaging          Alp_CMi                          
COMA00022463 2002-01-02             3 F01C10.50W6.00  H21             F08C11.60W1.10  L01L10I         07:39:18.102 +05:13:30.21 213.70213    13.01935     115.81338    -16.01934       -0.418110     0.903820     0.091068 08:57:46.000  100.430   53.76337 OBJECT           imaging          Alp_CMi                          
COMA00022465 2002-01-02             3 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:39:18.094 +05:13:30.12 213.70213    13.01931     115.81334    -16.01937       -0.418109     0.903820     0.091068 08:58:47.000  100.430   53.98966 OBJECT           imaging          Alp_CMi                          
COMA00022467 2002-01-02             3 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:39:18.100 +05:13:30.15 213.70215    13.01935     115.81338    -16.01936       -0.418110     0.903820     0.091068 09:00:06.000  100.430   54.28386 OBJECT           imaging          Alp_CMi                          
COMA00022469 2002-01-02             2 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:39:18.102 +05:13:30.18 213.70214    13.01935     115.81338    -16.01935       -0.418110     0.903820     0.091068 09:01:28.000  100.430   54.57573 OBJECT           imaging          Alp_CMi                          
COMA00022471 2002-01-02            33 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:39:18.097 +05:13:30.12 213.70215    13.01934     115.81339    -16.01936       -0.418110     0.903820     0.091068 09:10:29.000  100.430   56.56190 OBJECT           imaging          Alp_CMi                          
COMA00022473 2002-01-02            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:39:18.099 +05:13:30.18 213.70214    13.01935     115.81338    -16.01935       -0.418110     0.903820     0.091068 09:12:10.000  100.430   56.93634 OBJECT           imaging          Alp_CMi                          
COMA00022475 2002-01-02            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:39:18.098 +05:13:30.16 213.70214    13.01935     115.81338    -16.01935       -0.418110     0.903820     0.091068 09:13:19.000  100.430   57.19171 OBJECT           imaging          Alp_CMi                          
COMA00022477 2002-01-02            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:39:18.094 +05:13:30.21 213.70211    13.01932     115.81334    -16.01935       -0.418109     0.903820     0.091068 09:14:22.000  100.430   57.41901 OBJECT           imaging          Alp_CMi                          
COMA00022479 2002-01-02            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:39:18.097 +05:13:30.21 213.70213    13.01935     115.81338    -16.01934       -0.418110     0.903820     0.091068 09:14:59.000  100.430   57.55898 OBJECT           imaging          Alp_CMi                          
COMA00022481 2002-01-02             5 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:39:18.092 +05:13:30.15 213.70213    13.01931     115.81334    -16.01936       -0.418109     0.903820     0.091068 09:15:56.000  100.430   57.75163 OBJECT           imaging          Alp_CMi                          
COMA00022483 2002-01-02            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:45:18.921 +28:01:34.43 192.22921    23.40617     113.24352    6.68443         -0.391512     0.791161     0.469876 09:25:45.000  100.430   62.67874 OBJECT           imaging          Bet_Gem                          
COMA00022485 2002-01-02            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:45:18.931 +28:01:34.48 192.22921    23.40621     113.24355    6.68445         -0.391512     0.791160     0.469876 09:26:54.000  100.430   62.92687 OBJECT           imaging          Bet_Gem                          
COMA00022487 2002-01-02            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:45:18.928 +28:01:34.46 192.22921    23.40621     113.24355    6.68444         -0.391512     0.791161     0.469876 09:28:05.000  100.430   63.19254 OBJECT           imaging          Bet_Gem                          
COMA00022489 2002-01-02            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:45:18.927 +28:01:34.44 192.22922    23.40621     113.24355    6.68444         -0.391512     0.791161     0.469876 09:29:07.000  100.430   63.41827 OBJECT           imaging          Bet_Gem                          
COMA00022491 2002-01-02            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:45:18.924 +28:01:34.45 192.22920    23.40617     113.24352    6.68444         -0.391512     0.791161     0.469876 09:30:04.000  100.430   63.61638 OBJECT           imaging          Bet_Gem                          
COMA00022493 2002-01-02            14 F01C10.50W6.00  H21             F09C12.50W1.15  L01L10I         07:45:18.930 +28:01:34.46 192.22921    23.40621     113.24355    6.68444         -0.391512     0.791161     0.469876 09:31:10.000  100.430   63.86338 OBJECT           imaging          Bet_Gem                          
COMA00022495 2002-01-02            19 F01C10.50W6.00  H21             F05C08.70W0.80  L01L10I         07:45:18.928 +28:01:34.49 192.22920    23.40621     113.24355    6.68445         -0.391512     0.791160     0.469876 09:32:28.000  100.430   64.13105 OBJECT           imaging          Bet_Gem                          
